0,3,0.0,0.066
1,4,0.0,0.046
2,1,0.0,0.04
3,1,0.0,0.04
4,1,0.0,0.052
5,2,0.0,0.047
6,1,0.0,0.055
7,1,0.0,0.055
8,3,30.0,0.058
9,6,42.0,0.062
10,2,24.0,0.058
11,2,0.0,0.056
12,1,0.0,0.046
13,5,24.0,0.048
14,5,18.0,0.047
15,1,0.0,0.046
16,1,0.0,0.045
17,1,0.0,0.045
18,2,0.0,0.052
19,3,4.0,0.054
20,2,4.0,0.057
21,2,0.0,0.047
22,1,0.0,0.057
23,1,0.0,0.052
24,2,0.0,0.054
25,2,0.0,0.052
26,4,0.0,0.058
27,2,0.0,0.044
28,1,0.0,0.059
29,3,8.0,0.049
30,2,0.0,0.059
31,2,0.0,0.052
32,2,0.0,0.053
33,1,0.0,0.059
34,3,39.0,0.063
35,5,74.0,0.067
36,6,21.0,0.064
37,1,0.0,0.06
38,1,0.0,0.06
39,1,0.0,0.06
40,2,0.0,0.057
41,5,0.0,0.056
42,3,10.0,0.059
43,2,0.0,0.056
44,1,0.0,0.057
45,1,0.0,0.057
46,2,0.0,0.058
47,5,7.0,0.061
48,3,0.0,0.056
49,1,0.0,0.06
50,3,27.0,0.062
51,3,2.0,0.049
52,3,0.0,0.05
53,2,1.0,0.052
54,2,0.0,0.048
55,2,0.0,0.052
56,5,0.0,0.053
57,2,0.0,0.059
58,4,13.0,0.054
59,2,17.0,0.053
60,2,20.0,0.054
61,3,8.0,0.058
62,2,6.0,0.054
63,1,0.0,0.064
64,1,0.0,0.064
65,1,0.0,0.064
66,1,0.0,0.067
67,1,0.0,0.068
68,6,96.0,0.068
69,7,204.0,0.072
70,3,150.0,0.073
71,2,0.0,0.047
72,3,0.0,0.056
73,3,6.0,0.053
74,1,0.0,0.059
75,2,0.0,0.058
76,4,0.0,0.052
77,3,3.0,0.055
78,2,0.0,0.053
79,2,9.0,0.056
80,4,16.0,0.059
81,2,0.0,0.058
82,2,9.0,0.059
83,3,9.0,0.05
84,2,0.0,0.055
85,2,0.0,0.06
86,3,1.0,0.05
87,2,0.0,0.052
88,8,23.5,0.055
89,1,0.0,0.05
90,1,0.0,0.052
91,3,8.0,0.053
92,3,0.0,0.058
93,1,0.0,0.056
94,7,55.0,0.059
95,3,36.0,0.063
96,2,0.0,0.049
97,2,0.0,0.059
98,9,56.0,0.062
99,2,0.0,0.06
100,2,0.0,0.059
101,3,8.0,0.056
102,1,0.0,0.059
103,3,0.0,0.054
104,3,3.0,0.052
105,3,0.0,0.064
106,2,1.0,0.055
107,2,0.5,0.053
108,4,154.0,0.074
109,2,0.0,0.051
110,2,0.0,0.05
111,4,3.5,0.051
112,3,9.0,0.059
113,3,16.0,0.063
114,1,0.0,0.058
115,2,2.0,0.062
116,5,48.0,0.07
117,1,0.0,0.065
118,1,0.0,0.065
119,4,2.5,0.051
120,2,0.0,0.047
121,1,0.0,0.053
122,2,5.0,0.056
123,5,19.0,0.059
124,4,0.0,0.054
125,3,9.0,0.059
126,1,0.0,0.062
127,1,0.0,0.062
128,1,0.0,0.062
129,8,52.0,0.067
130,2,0.0,0.051
131,3,21.0,0.058
132,1,0.0,0.054
133,1,0.0,0.057
134,2,0.0,0.053
135,2,16.0,0.059
136,2,9.0,0.051
137,3,0.0,0.05
138,6,0.0,0.064
139,5,48.0,0.061
140,7,65.0,0.062
141,3,23.0,0.063
142,2,0.0,0.063
143,4,3.0,0.06
144,2,2.0,0.051
145,3,2.0,0.051
146,2,18.0,0.054
147,2,0.0,0.046
148,3,0.0,0.049
149,2,0.0,0.053
150,3,2.0,0.06
151,2,0.0,0.059
152,2,0.0,0.053
153,7,42.0,0.057
154,7,47.0,0.057
155,2,0.0,0.054
156,2,6.0,0.054
157,4,17.0,0.06
158,1,0.0,0.054
159,1,0.0,0.054
160,1,0.0,0.047
161,2,1.0,0.046
162,2,0.0,0.052
163,4,4.0,0.054
164,1,0.0,0.052
165,1,0.0,0.049
166,2,1.0,0.043
167,2,0.0,0.053
168,2,0.0,0.055
169,3,0.0,0.055
170,4,4.0,0.058
171,3,0.0,0.062
172,2,0.0,0.052
173,2,0.0,0.054
174,4,4.0,0.055
175,2,0.0,0.051
176,2,0.0,0.044
177,3,0.0,0.059
178,3,0.0,0.056
179,3,4.0,0.062
180,1,0.0,0.055
181,2,0.0,0.057
182,1,0.0,0.057
183,1,0.0,0.057
184,7,23.5,0.061
185,2,3.0,0.05
186,2,0.0,0.059
187,4,6.0,0.052
188,2,2.0,0.062
189,2,0.0,0.053
190,2,0.0,0.051
191,3,0.0,0.057
192,3,4.0,0.054
193,2,0.0,0.057
194,3,0.0,0.051
195,2,4.0,0.052
196,2,0.0,0.049
197,1,0.0,0.054
198,6,14.0,0.056
199,4,8.0,0.061
200,2,0.0,0.058
201,3,0.0,0.057
202,2,0.0,0.058
203,1,0.0,0.055
204,2,0.0,0.05
205,7,19.0,0.066
206,2,2.0,0.066
207,5,0.0,0.07
208,2,0.0,0.058
209,1,0.0,0.055
210,4,6.0,0.053
211,1,0.0,0.05
212,1,0.0,0.05
213,1,0.0,0.05
214,2,0.0,0.053
215,3,0.0,0.056
216,2,0.0,0.047
217,1,0.0,0.05
218,3,0.0,0.053
219,1,0.0,0.045
220,1,0.0,0.046
221,3,5.0,0.048
222,2,0.0,0.051
223,2,1.0,0.05
224,3,0.0,0.047
225,2,0.0,0.047
226,2,0.0,0.05
227,2,0.0,0.052
228,2,0.0,0.05
229,3,0.0,0.052
230,2,0.0,0.05
231,2,0.0,0.051
232,2,0.0,0.055
233,1,0.0,0.054
234,2,0.0,0.057
235,1,0.0,0.062
236,3,10.0,0.055
237,1,0.0,0.052
238,3,0.0,0.051
239,3,0.0,0.049
240,4,5.0,0.052
241,2,0.0,0.049
242,6,15.0,0.051
243,2,0.0,0.045
244,2,0.0,0.045
245,1,0.0,0.043
246,5,0.0,0.047
247,3,6.0,0.045
248,1,0.0,0.045
249,6,0.0,0.049
250,2,0.0,0.047
251,5,0.0,0.047
252,6,29.333333333333332,0.049
253,3,39.83333333333333,0.05
254,3,0.0,0.051
255,3,5.666666666666666,0.054
256,1,0.0,0.041
257,6,8.0,0.045
258,3,0.0,0.051
259,2,0.0,0.043
260,5,0.0,0.043
261,4,5.5,0.043
262,3,4.0,0.045
263,2,0.0,0.04
264,2,0.0,0.041
265,1,0.0,0.038
266,2,0.0,0.039
267,2,0.0,0.041
268,1,0.0,0.045
269,3,2.0,0.047
270,1,0.0,0.045
271,1,0.0,0.045
272,2,0.0,0.045
273,1,0.0,0.045
274,7,12.0,0.047
275,1,0.0,0.045
276,2,0.0,0.044
277,2,0.0,0.047
278,3,0.0,0.047
279,5,0.0,0.049
280,6,6.0,0.049
281,2,0.0,0.041
282,5,7.0,0.051
283,1,0.0,0.051
284,8,56.33333333333333,0.054
285,5,41.5,0.057
286,1,0.0,0.043
287,2,1.5,0.044
288,1,0.0,0.047
289,2,0.0,0.047
290,3,10.0,0.049
291,1,0.0,0.045
292,3,2.0,0.047
293,1,0.0,0.047
294,1,0.0,0.037
295,5,3.0,0.049
296,3,6.0,0.051
297,3,0.0,0.039
298,6,19.0,0.049
299,5,17.666666666666664,0.052
300,2,0.0,0.038
301,1,0.0,0.046
302,5,1.0,0.049
303,2,0.0,0.051
304,1,0.0,0.049
305,6,19.833333333333332,0.051
306,4,10.0,0.054
307,1,0.0,0.049
308,4,5.0,0.039
309,3,0.0,0.043
310,3,6.0,0.047
311,4,8.0,0.049
312,3,0.0,0.047
313,8,0.0,0.049
314,3,5.5,0.049
