1332,3127
1333,3361
1334,3361
1335,3281
1336,8
1337,8
1338,3308
1339,3185
1340,3157
1341,3157
1342,3546
1343,3568
1344,3111
1345,3127
1346,5
1347,3059
1348,3568
1349,3568
1350,3546
1351,3
1352,3111
1353,3568
1354,1
1355,3428
1356,3335
1357,11
1358,3082
1359,3093
1360,3213
1361,3281
1362,1
1363,3157
1364,3568
1365,3462
1366,3093
1367,3395
1368,3213
1369,3185
1370,3157
1371,3335
1372,3213
1373,3185
1374,3213
1375,2
1376,2
1377,3462
1378,3568
1379,3516
1380,3157
1381,3395
1382,3428
1383,3395
1384,10
1385,10
1386,3100
1387,3111
1388,3428
1389,5
1390,3100
1391,3111
1392,3487
1393,3335
1394,3
1395,2
1396,2
1397,3361
1398,5
1399,3395
1400,3487
1401,3516
1402,3603
1403,3251
1404,3308
1405,3516
1406,3487
1407,1
1408,3462
1409,2992
1410,3157
1411,3157
1412,3185
1413,3127
1414,1
1415,3144
1416,3308
1417,3144
1418,3185
1419,3251
1420,5
1421,1
1422,3462
1423,1
1424,3670
1425,3093
1426,3516
1427,2970
1428,10
1429,10
1430,8
1431,8
1432,8
1433,8
1434,3
1435,3157
1436,3144
1437,10
1438,3082
1439,3185
1440,3100
1441,4
1442,3462
1443,1
1444,3059
1445,3043
1446,3043
1447,3100
1448,3144
1449,2976
1450,10
1451,3281
1452,3213
1453,3157
1454,3157
1455,3213
1456,3185
1457,3185
1458,3111
1459,12
1460,3100
1461,3157
1462,3157
1463,3144
1464,1
1465,1
1466,3281
1467,3251
1468,3361
1469,10
1470,2998
1471,3185
1472,3213
1473,3100
1474,3111
1475,3100
1476,3361
1477,1
1478,3428
1479,3082
1480,3093
1481,1
1482,1
1483,3516
1484,13
1485,1
1486,1
1487,1
1488,3583
1489,3335
1490,3082
1491,3157
1492,3144
1493,3157
1494,3127
1495,3185
